,patientId,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,value100,value101,value102,value103,value104,value105,value106,value107,value108,value109,value110,value111,value112,value113,value114,value115,value116,value117,value118,value119,value120,value121,value122,value123,value124,value125,value126,value127,value128,value129,value130,value131,value132,value133,value134,value135,value136,value137,value138,value139,value140,value141,value142,value143,value144,value145,value146,value147,value148,value149,value150,value151,value152,value153,value154,value155,value156,value157,value158,value159,value160,value161,value162,value163,value164,value165,value166,value167,value168,value169,value170,value171,value172,value173,value174,value175,value176,value177,value178,value179,value180,value181,value182,value183,value184,value185,value186,value187,value188,value189,value190,value191,value192,value193,value194,value195,value196,value197,value198,value199,value200,value201,value202,value203,value204,value205,value206,value207,value208,value209,value210,value211,value212,value213,value214,value215,value216,value217,value218,value219,value220,value221,value222,value223,value224,value225,value226,value227,value228,value229,value230,value231,value232,value233,value234,value235,value236,value237,value238,value239,value240,value241,value242,value243,value244,value245,value246,value247,value248,value249,value250,value251,value252,value253,value254,value255,value256,value257,value258,value259,value260,value261,value262,value263,value264,value265,value266,value267,value268,value269,value270,value271,value272,value273,value274,value275,value276,value277,value278,value279,value280,value281,value282,value283,value284,value285,value286,value287,value288,value289,value290,value291,value292,value293,value294,value295,value296,value297,value298,value299,value300,value301,value302,value303,value304,value305,value306,value307,value308,value309,value310,value311,value312,value313,value314,value315,value316,value317,value318,value319,value320,value321,value322,value323,value324,value325,value326,value327,value328,value329,value330,value331,value332,value333,value334,value335,value336,value337,value338,value339,value340,value341,value342,value343,value344,value345,value346,value347,value348,value349,value350,value351,value352,value353,value354,value355,value356,value357,value358,value359,value360,value361,value362,value363,value364,value365,value366,value367,value368,value369,value370,value371,value372,value373,value374,value375,value376,value377,value378,value379,value380,value381,value382,value383,reference,_id
30,50,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0.177445,0.54882,0,0,0,0,0,0,0,0,0.632075,0.027481,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0.285459,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.6629,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0.644855,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0.463129,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0.205128,0.58296,0,0,0,0,-0.25,-0.25,-0.25,0,0,0.272646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684593,0.145749,0,0,0,0,-0.25,0,0,0,0.783194,0.768634,0.060123,0.978694,0.974627,0,-0.25,0,0,0,0,0,0.856537,0.934665,0.968599,0,0,0,0,0.16684,0.785309,0,0,0,0,0,0,0,0,0.859813,0.603482,0,0,0,-0.25,-0.25,-0.25,0.25,0.73162,0.416048,0,0,0,-0.25,-0.25,-0.25,-0.25,0.011799,0.843627,0.676671,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.226757,0.823293,0.740088,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.054645,0.63276,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0.871208,0.732288,0.293578,0,0,0,0,0,0,0,0.890605,0.944395,0.910508,0,0,0,0,0,0,0,0.771378,0,0.846382,0.946237,0,-0.25,0.997059,0.999763,0.99998,0.999717,0,0,0,0,0.996911,0.999737,0.999999,0.999101,0,0,0,0,0.997434,0.999181,0.999679,0.985536,0,0,0,-0.25,0.997479,0,0.963898,0,0,-0.25,-0.25,-0.25,0.997657,0,0,0,-0.25,-0.25,-0.25,-0.25,0.997534,0,0,0,0,-0.25,-0.25,-0.25,0.996254,0.950636,0.902183,0,0,0,0,-0.25,0.999344,0.999755,0.999803,0.766334,0,0,0,0,0.999878,0.999986,0.999998,0.992472,0,0,0,0,0.999958,0.999969,0.999987,0.998342,0,0,0,0,0.999954,0.99997,0.999987,0.996434,0,0,0,0,0.999973,0.999941,0.998503,0,0,0,0,-0.25,0.999125,0,0,0,0,-0.25,-0.25,-0.25,0.996661,0,0,0,-0.25,-0.25,-0.25,-0.25,0.990971,0.970722,0,0,0,-0.25,-0.25,-0.25,0.998887,0.999904,0.99809,0,0,0,0,-0.25,0.996748,0.999963,0.999974,0.998294,0,0,0,0,0.995524,0.999867,0.999964,0.999824,0,0,0,0,33.098957,5f4515ff4579cda5ca02b569
31,47,0,0,0,0,0.59645,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.508089,0.237933,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0.508671,0.060533,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821326,0,0,0,0,0,0,0,0,0,0.049349,0.459478,0,0,0,-0.25,0,0,0,0,0.07021,0.837292,0.376225,0,0,-0.25,0,0,0,0,0.753711,0.912634,0.884074,0,0,0,0,0,0,0,0.189332,0.84057,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0.341085,0.473684,0.258284,0,0,0,-0.25,-0.25,-0.25,-0.25,0.442831,0.874911,0.909029,0.412453,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.390071,0.762937,0.814621,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.762051,0.871095,0,0,0,-0.25,-0.25,0,0,0,0,0.583665,0.277802,0,0,0,0,0,0,0,0,0.874104,0.900007,0.377705,0,0,0,0,0,0,0,0.813376,0.668837,0.660583,0,0,-0.25,0,0.999007,1,0.999947,0,0,0,0,0,0.994351,0.999885,0.999878,0,0,0,0,0,0,0.997634,0.99932,0,0,0,-0.25,0,0,0,0.96261,0,-0.25,-0.25,-0.25,0,0,0.998944,0,0,-0.25,-0.25,-0.25,0,0.997685,0.999919,0.98653,0,-0.25,-0.25,-0.25,0,0.999726,0.999975,0.999465,0,0,0,-0.25,0,0.999179,0.999993,0.999942,0.959767,0,0,0,0,0.985218,0.99995,0.999995,0.998074,0,0,0,0.974677,0.998989,1,0.999995,0.998783,0,0,0,0,0.999627,0.999851,0.999982,0.997091,0,0,0,0,0.999917,1,0.999634,0,0,0,-0.25,0,0.997622,0.99794,0.621143,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.999112,0.99927,0.929569,0,-0.25,-0.25,-0.25,0,0.999795,0.999955,0.99938,0,0,0,-0.25,0.983502,0.998191,0.999979,0.999899,0,0,0,0,0.992035,0.99884,0.999979,0.999968,0,0,0,0,38.544528,5f4515ff4579cda5ca02b56a
32,85,0.202643,0,0,0.816993,0.865041,0.698633,0,0,0,-0.25,0.363636,0,0,0,0,0,0,0,0,0,0,0,0,0.043745,0,0,0,0,0,0,0,0,0,0,0.07377,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.141844,0,0,0,0,0,0,0,0,0,0.100503,0.028571,0,0,0,0,0,0,0,0,0,0.096626,0,0,0.937699,0.83148,0.831829,0,0,-0.25,0,0.138655,0.384279,0.635003,0.57822,0.497462,0.476109,0,0,-0.25,0,0.014469,0.341232,0.393701,0,0,0,0,0.603656,0,0,0,0,0,0,0,0,0.439024,0,0,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.28125,0.493218,0,0,0,0,0,0.3003,0,0.062176,0.055728,0.611111,0,0,0,0,0,0,0,0.094488,0,0,0.835301,0.607735,0.893159,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0.450025,0,0,-0.25,-0.25,0.852475,0,0,0,0,0,0,0,0.997154,0,0,0,0,0,0,0,0.998688,0,0,0,0,0,0,0,0.997356,0,0,0,0,0,0,0,0.9927,0,0,0,0,0,-0.25,-0.25,0.988183,0,0,0,0,-0.25,-0.25,-0.25,0.984909,0,0,0,-0.25,-0.25,-0.25,-0.25,0.972144,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.189974,5f4515ff4579cda5ca02b56b
33,21,0,0,0,0,0.112588,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112764,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0.031414,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0.035201,0,0,0,-0.25,0,0,0,0,0,0.462834,0.111563,0,0,0,0,0,0,0,0,0.475921,0,0,0,0,0,0,0,0,0.426365,0.595142,0,0,-0.25,-0.25,0,0.397727,0.357209,0.639413,0.616262,0,-0.25,-0.25,-0.25,-0.25,0,0,0.463768,0.755744,0.282169,0,-0.25,-0.25,-0.25,-0.25,0,0.064632,0.149588,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0.185022,0,0,0,-0.25,-0.25,0,0,0,0,0,0.4721,0,0,0,0,0,0,0,0,0.40667,0.387983,0,0,0,0,0,0,0,0,0.139969,0,0,0,0,-0.25,0.999173,0.999978,0.999999,0.999917,0,0,0,0,0.995304,0.999933,0.999962,0.999919,0,0,0,0,0,0.999315,0.999996,0.999912,0,0,0,-0.25,0,0,0.999624,0.999768,0,0,-0.25,-0.25,0,0,0.998446,0.998986,0,-0.25,-0.25,-0.25,0,0,0.999562,0.999852,0.99048,0,-0.25,-0.25,0,0.993029,0.999962,0.999984,0.99751,0,0,-0.25,0,0.996101,0.999994,1,0.999002,0,0,0,0,0.997217,0.999964,1,0.999426,0,0,0,0.998603,0.999643,0.999949,0.999987,0.999371,0,0,0,0.999685,0.999845,0.999988,0.999997,0.999482,0,0,0,0.999729,0.999944,0.999936,0.999961,0.997686,0,0,-0.25,0.999334,0.997492,0.992783,0.989675,0,0,-0.25,-0.25,0,0,0.996247,0.881148,0,-0.25,-0.25,-0.25,0,0.997196,0.999993,0.999631,0.64526,0,-0.25,-0.25,0,0.999822,0.999997,1,0.99153,0,0,-0.25,0.853264,0.999457,0.999955,1,0.990947,0,0,0,0.999194,0.999938,1,0.999969,0.762756,0,0,0,42.232389,5f4515ff4579cda5ca02b56c
34,0,0,0,0.780287,0.872204,0,0,0,0.95276,0.966437,-0.25,0,0,0.831078,0.90414,0,0,0,0,0.884434,0,0,0,0.667163,0.78276,0,0,0,0,0,0,0,0,0.716719,0.946021,0.28877,0,0,0,-0.25,-0.25,0,0,0.784969,0.824611,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.858262,0.568586,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.018018,0,0,0.858139,0.716144,0,-0.25,-0.25,-0.25,-0.25,0.072727,0,0,0.756285,0.928201,0.873998,0,0,-0.25,-0.25,0.55814,0,0,0,0,0,0,0,0,0,0.728778,0.047493,0,0.802792,0.919638,0,0,0,0,0,0.13913,0.5758,0,0,0.083818,0.603873,0,0,0,-0.25,0.854914,0.608108,0,0,0.151102,0.935786,0,0.419492,0.862288,-0.25,0.665904,0.611321,0.059701,0,0,0,0.686123,0.498973,0,0,0.351064,0.024862,0,0,0,0.20798,0.699856,0,0,0,0.142857,0.460064,0,0,0,0,0,0,-0.25,-0.25,0.2397,0.756098,0.670096,0,0,0,-0.25,-0.25,-0.25,-0.25,0.123348,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0.755299,0,0.029907,0.160256,0,0.84093,0,0,0,0,0.584615,0,0.709464,0.652841,0,0.832292,0.150117,0,0,0,0,0,0,0,0,0,0.851547,0.969639,0.860047,-0.25,0,0.999933,0.999371,0,0,0,0,0,0,0.998323,0.987039,0.881183,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.992643,0,0,0,-0.25,-0.25,-0.25,0,0.999671,0.989244,0,0,-0.25,-0.25,-0.25,0,0.998447,0.821296,0,0,0,0,-0.25,0,0.988667,0.998228,0.992159,0,0,0,0,0,0.995733,1,0.999833,0.989819,0,0,0,0,0,0.998786,0.999118,0.983653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0.997759,0.992106,0,0,0,0,0,0,0.999923,0.999718,0,0,0,0,0,32.150235,5f4515ff4579cda5ca02b56d
35,84,0,0,0.343716,0,0,0.787689,0,0,-0.25,-0.25,0,0,0,0,0.375734,0.849483,0,0,0,-0.25,0,0,0,0,0.718877,0.425217,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0.757048,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.752651,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0.056604,0,0,0,0,0,0,0,0,0.01487,0.075949,0.025237,0,0.813253,0,0,0,0,-0.25,0,0,0,0,0.899281,0.696682,0,0,-0.25,-0.25,0,0,0,0,0.067235,0.8131,0.19347,0.937138,-0.25,-0.25,0.214511,0,0,0,0,0.924377,0.653588,0,0,-0.25,0,0,0,0.030864,0,0.93488,0,0,0.201005,0,0,0,0,0,0.881119,0.867649,0,0,0,-0.25,0.057554,0.778243,0.348205,0.059172,0.100186,0,0,-0.25,-0.25,-0.25,0.478372,0.943254,0.889833,0.699958,0,0,-0.25,-0.25,-0.25,-0.25,0.350133,0.822419,0.923339,0.645237,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.447387,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0.62757,0,0,0,-0.25,0,0,0,0,0,0.948252,0.45164,0,0,0,0,0.075949,0,0,0,0.729167,0.840572,0.704775,0,-0.25,0,0.040359,0.341573,0,0,0.912076,0.281783,0.183952,-0.25,-0.25,0,0,0.996442,0.999912,0.999317,0,0,-0.25,0,0,0.696648,0.999887,0.997493,0,0,0,0,0,0,0.997882,0.836661,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0.983923,0,0,0,-0.25,-0.25,0,0,0.999449,0.995118,0,0,0,0,0,0.997305,0.999874,0.998919,0,0,0,0,0,0.994935,0.999915,0.999687,0,0,0,-0.25,0,0,0.999701,0.999938,0.988802,0,0,-0.25,0,0.997731,0.999681,0.999854,0.998466,0,0,0,0,0.999145,0.99978,0.999926,0.996853,0,0,0,0,0.989007,0.996945,0.977313,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.931099,0.999506,0.998637,0.657182,0,-0.25,-0.25,0,0.99639,0.999636,0.999986,0.998391,0,0,0,0,0.999113,0.998858,0.999846,0.999487,0,0,0,0,0.993421,0.999509,0.999946,0.999583,0,0,-0.25,39.878496,5f4515ff4579cda5ca02b56e
36,29,0,0.05814,0,0.870522,0.677143,0,0,0,0,-0.25,0,0,0,0.054825,0.706722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.453564,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.161889,0.473485,0,0,0,-0.25,-0.25,-0.25,0,0,0.03122,0.908811,0.24466,0,0,0,0,-0.25,0.035088,0,0.844485,0.956741,0.877806,0,0,0,0,0,0.018307,0.012363,0.890476,0.97549,0.723652,0,0,0,0,0,0.018957,0.153941,0.853161,0.792683,0.924685,0.685861,0,0,0,-0.25,0.026201,0,0.044902,0.793361,0.787318,0,0,0,0,-0.25,0,0,0.619742,0.837121,0,0,0,0,0,0,0,0.024896,0.8544,0.744444,0,0,0,0,0,0.097976,0.051948,0,0.846544,0.816832,0,0,0,0,0,-0.25,0.036117,0,0.470556,0.639881,0,0,0,-0.25,-0.25,-0.25,0.018957,0,0.626406,0.739645,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.66495,0.864647,0.063417,0,-0.25,-0.25,-0.25,-0.25,0.027273,0,0.087591,0.037202,0,0,0,-0.25,-0.25,-0.25,0,0.024896,0.680727,0.765095,0,0,0,0,0,-0.25,0.15873,0.491917,0.654911,0.752757,0.022113,0,0,0,0,0.254558,0,0,0.851852,0.718391,0,0,0,0,0,0,0,0,0.770652,0.845643,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0.941859,0,0,-0.25,-0.25,-0.25,0,0,0.984246,0,0,0,-0.25,-0.25,0,0,0,0.987516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,77.493172,5f4515ff4579cda5ca02b56f
37,82,0,0,0.980133,0.984241,0.902298,0,0,0,0,-0.25,0,0.099213,0.892277,0.985297,0.974024,0,0,0,0,0,0,0.324224,0.936884,0.783868,0.02765,0,0,0,0,0,0,0.043689,0.744868,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.593248,0,0,0,0,-0.25,-0.25,-0.25,0,0,0.920672,0.919863,0.571429,0,0,0,0,0,0,0,0.859929,0.988335,0.988096,0.163243,0,0,0,0,0,0,0.946858,0.989253,0.902701,0,0,0,0,-0.25,0,0,0.928034,0.887883,0,0,0,0,0,-0.25,0,0,0.03787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.234375,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.458741,0,0,0,0,0,0,0,0,0,0.957876,0.815789,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0.97958,0,0,0,-0.25,-0.25,-0.25,-0.25,0.995311,0,0,0,0,-0.25,-0.25,-0.25,0.99108,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0.980724,0,0,0,0,0,0,0,0.993491,0,0,0,0,0,0,0,0.990457,0,0,0,0,0,0,0,0.921009,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.271158,5f4515ff4579cda5ca02b570
38,11,0,0,0,0.249706,0.648573,0.912767,0.280702,0,-0.25,-0.25,0.009302,0.153659,0.274627,0.037736,0.889043,0.901606,0.400455,0,0,-0.25,0.268714,0.36,0.165232,0.038052,0.942894,0.819221,0,0,0,0,0,0.406915,0.912844,0.50221,0.519937,0,0,0,0,-0.25,0,0,0.676471,0.665062,0,0,0,-0.25,-0.25,-0.25,0,0,0.532514,0.680506,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.161209,0.423923,0,0,-0.25,-0.25,-0.25,-0.25,0.236994,0.564085,0.151724,0.725327,0,0,0,-0.25,-0.25,-0.25,0.292683,0.691372,0.908128,0.81343,0.341085,0,0,0,0,-0.25,0.431433,0.63587,0.555926,0.771014,0.771429,0,0,0,0,0,0,0.207373,0.619789,0.721674,0.452424,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0.75665,0.411972,0,0,0,0,0,0,0,-0.25,0.934035,0.721095,0.702573,0,0,0,0,-0.25,-0.25,-0.25,0.796059,0.702059,0.90425,0.579965,0.371747,0,-0.25,-0.25,-0.25,-0.25,0.888133,0.754418,0.877673,0.664522,0.366748,0,-0.25,-0.25,-0.25,-0.25,0.783575,0.947368,0.899132,0.240819,0,0,0,-0.25,-0.25,-0.25,0.383562,0.183673,0,0,0,0,0,0,0,-0.25,0.069114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,68.994112,5f4515ff4579cda5ca02b571
39,81,0.3,0,0.537815,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0.871113,0,0,0,0,-0.25,-0.25,0,0,0,0.896028,0,0,0,0,0,0,0,0,0.122137,0.86629,0.35122,0,0,0,0,0,0,0,0.862437,0.976531,0.923062,0,0,0,0,-0.25,0,0,0.922046,0.96715,0.986872,0.939156,0,0,-0.25,-0.25,0,0,0.907906,0.991249,0.979004,0.998316,0.859859,0,-0.25,-0.25,0,0,0.932472,0.938702,0.984364,0.914988,0,0,0,-0.25,0,0,0.7945,0.849979,0.766328,0,0,0,0,0,0,0,0.084656,0.827586,0.752239,0,0,0,0,0,0,0,0,0.882559,0,0,0,0,-0.25,-0.25,0,0,0,0.90463,0,0,0,-0.25,-0.25,-0.25,0.268041,0,0.729223,0,0,0,0,-0.25,-0.25,-0.25,0.828571,0.742657,0.92789,0.928233,0.889561,0,0,0,-0.25,-0.25,0.934924,0.74359,0.994312,0.957783,0,0,0,0,0,0,0.438053,0.915367,0.888836,0.937709,0,0,0,0,0,0,0.02027,0.838743,0.192308,0.91623,0,0,0,0,0,-0.25,0,0.917131,0.973985,0.675676,0,0,0,0,-0.25,-0.25,0,0.841206,0.937947,0,0,0,0,0,-0.25,-0.25,0,0.963335,0.997331,0.392297,0,0,0,0,0,-0.25,0.547009,0.985394,0.992039,0.1875,0,0,0,0,0,0,0.869565,0.82914,0.979892,0,0,0,0,0,0,0,0.992995,0.472554,0.251121,0.557917,0,0,0,0,-0.25,-0.25,0.869231,0.21875,0,0.725407,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0.92076,0,0,0,0,0,-0.25,0,0.999626,0.973945,0,0,0,0,-0.25,0,0.997625,0.986547,0.979184,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0.930048,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,15.987547,5f4515ff4579cda5ca02b572
